animal_id,breed,age_years,lactation_number,days_in_milk,previous_mastitis_history,milk_conductivity_mS_cm,body_temperature_c,udder_surface_temperature_c,milk_yield_kg_day,ambient_temperature_c,relative_humidity_pct,hygiene_score_0_100,cmt_test,synthetic_risk_score_pct,mastitis_risk_category,farm_id,record_date,temperature_humidity_index,abnormal_behavior
10183,Dangi,7,5,108,0,3.66,38.83,34.48,14.36,30.9,74.6,51.7,2+,41.9,Low,F04,2026-08-31,83.429,0
10184,Ongole,5,5,87,0,3.08,38.35,33.99,8.62,26.1,61.0,63.7,Negative,7.4,No_Risk,F05,2026-08-31,74.417,0
10185,Kangayam,5,4,117,1,4.13,38.93,34.6,9.3,27.0,68.3,82.6,1+,45.4,Low,F06,2026-08-31,76.6058,0
10186,Deoni,7,3,124,0,4.2,38.46,34.38,14.23,27.6,74.9,74.4,Negative,7.3,No_Risk,F07,2026-08-31,78.36680000000001,0
10187,Umblachery,6,1,142,0,3.97,38.44,33.11,10.13,26.7,67.0,68.9,Negative,1.6,No_Risk,F08,2026-08-31,76.001,0
10188,Umblachery,5,3,48,0,3.34,38.91,33.62,12.26,21.9,53.1,80.4,Negative,5.6,No_Risk,F09,2026-08-31,67.9025,0
10189,Vechur,3,3,156,1,3.54,39.04,32.69,10.22,31.7,56.5,49.9,Trace,32.4,Low,F10,2026-08-31,81.5345,1
10190,Vechur,3,5,214,0,4.15,39.19,35.94,15.17,33.4,78.0,74.1,3+,97.3,High,F01,2026-08-31,87.94,1
10191,Hallikar,10,4,245,0,3.72,39.17,35.15,11.97,23.7,84.7,88.8,Trace,49.2,Low,F02,2026-08-31,73.2371,1
10192,Krishna Valley,4,2,189,0,3.93,38.92,35.48,12.14,33.4,82.1,80.2,Trace,48.7,Low,F03,2026-08-31,88.719,0
10193,Red Sindhi,5,4,28,0,4.0,38.0,33.29,12.2,28.6,70.8,82.4,Negative,1.0,No_Risk,F04,2026-08-31,79.33359999999999,0
10194,Umblachery,6,4,59,0,4.38,39.24,35.3,8.83,33.3,53.6,96.0,1+,55.4,Moderate,F05,2026-08-31,83.1704,1
10195,Ongole,7,3,44,0,4.65,38.92,34.81,9.11,29.1,67.9,71.0,1+,68.2,Moderate,F06,2026-08-31,79.66130000000001,1
10196,Gir,7,4,280,1,4.75,38.45,33.75,12.81,29.5,86.7,62.2,1+,37.3,Low,F07,2026-08-31,83.0917,0
10197,Tharparkar,6,1,245,0,3.89,38.86,33.27,10.88,30.3,75.4,89.8,Negative,5.9,No_Risk,F08,2026-08-31,82.6286,0
10198,Krishna Valley,9,3,143,0,4.12,38.24,35.6,6.97,26.2,65.5,89.6,Negative,12.4,No_Risk,F09,2026-08-31,75.089,0
10199,Tharparkar,8,1,57,1,4.43,38.94,35.79,16.12,33.2,75.5,80.4,3+,87.6,High,F10,2026-08-31,87.154,1
10200,Dangi,4,2,270,1,3.58,38.26,33.89,13.43,25.1,52.8,69.6,1+,9.9,No_Risk,F01,2026-08-31,72.1296,0
10201,Rathi,7,3,195,0,4.81,38.32,34.61,10.6,27.6,59.7,72.0,Negative,4.3,No_Risk,F02,2026-08-31,76.3604,0
10202,Ongole,5,2,109,0,4.69,38.85,34.11,9.68,30.8,55.0,52.8,2+,64.7,Moderate,F03,2026-08-31,80.06,1
10203,Ongole,4,3,56,0,5.39,38.98,33.95,10.56,27.2,73.6,88.7,1+,85.9,High,F04,2026-08-31,77.5808,1
10204,Krishna Valley,5,5,195,1,6.13,38.83,35.93,10.85,31.7,76.6,88.2,3+,96.4,High,F05,2026-08-31,85.0118,1
10205,Umblachery,9,4,100,1,3.89,38.62,32.88,4.4,33.8,66.2,52.3,Trace,16.7,No_Risk,F06,2026-08-31,86.28280000000001,0
10206,Kangayam,3,5,133,0,3.88,37.86,33.97,16.84,32.5,57.5,85.0,Negative,2.6,No_Risk,F07,2026-08-31,82.8075,0
10207,Krishna Valley,4,2,59,1,6.28,38.65,34.27,6.8,22.2,67.8,78.1,3+,95.6,High,F08,2026-08-31,69.44839999999999,1
10208,Tharparkar,10,4,243,0,4.07,38.79,35.69,10.49,29.4,62.2,56.7,1+,56.0,Moderate,F09,2026-08-31,79.25,1
10209,Krishna Valley,7,3,134,0,4.26,38.49,34.92,10.6,32.6,58.4,53.9,Trace,9.6,No_Risk,F10,2026-08-31,83.1088,0
10210,Ongole,4,4,205,0,3.11,38.59,32.86,16.49,24.4,72.1,77.6,Negative,2.1,No_Risk,F01,2026-08-31,73.13,0
10211,Kangayam,4,1,75,1,4.75,38.66,34.2,10.24,31.5,58.9,66.0,Trace,44.9,Low,F02,2026-08-31,81.6719,0
10212,Red Sindhi,4,4,59,0,5.36,38.49,34.22,14.77,31.3,49.2,99.3,Negative,11.5,No_Risk,F03,2026-08-31,79.7548,0
10213,Kankrej,8,1,59,1,5.49,38.75,34.11,11.1,24.8,51.9,86.3,1+,57.4,Moderate,F04,2026-08-31,71.6376,1
10214,Hallikar,4,4,256,1,4.25,38.62,34.7,7.61,31.9,48.8,79.1,Negative,27.4,Low,F05,2026-08-31,80.46000000000001,0
10215,Sahiwal,5,1,235,0,3.84,39.11,33.88,10.9,30.0,71.0,79.8,Negative,21.0,No_Risk,F06,2026-08-31,81.476,1
10216,Vechur,3,2,166,0,3.36,37.83,33.87,10.14,31.3,69.8,92.0,Negative,1.0,No_Risk,F07,2026-08-31,83.2362,0
10217,Krishna Valley,9,5,187,0,3.55,38.41,34.58,7.25,25.6,69.2,84.7,Negative,5.0,No_Risk,F08,2026-08-31,74.63040000000001,0
10218,Dangi,6,3,111,0,2.86,38.3,34.74,11.57,29.5,75.1,79.5,Negative,4.4,No_Risk,F09,2026-08-31,81.3401,0
10219,Deoni,4,4,78,0,4.04,38.68,34.32,10.57,23.0,82.3,57.3,2+,38.1,Low,F10,2026-08-31,71.87780000000001,0
10220,Rathi,7,5,78,0,5.08,38.63,33.97,11.92,21.0,60.9,100.0,Negative,20.0,No_Risk,F01,2026-08-31,67.21940000000001,0
10221,Kankrej,4,3,188,1,4.88,39.29,35.28,11.01,29.5,72.9,55.5,3+,95.5,High,F02,2026-08-31,81.0079,1
10222,Hallikar,7,3,64,0,4.99,39.28,35.96,8.38,32.9,49.0,67.3,3+,95.1,High,F03,2026-08-31,81.785,1
10223,Hallikar,5,1,200,0,4.8,38.33,34.23,12.81,29.9,84.5,47.2,1+,15.3,No_Risk,F04,2026-08-31,83.41749999999999,0
10224,Hallikar,7,2,189,0,3.74,38.6,33.37,8.63,28.8,53.1,80.1,Negative,2.7,No_Risk,F05,2026-08-31,77.0864,0
10225,Hallikar,10,2,210,0,3.61,38.67,33.21,3.0,28.3,59.5,74.3,Negative,5.5,No_Risk,F06,2026-08-31,77.31049999999999,0
10226,Tharparkar,6,5,174,0,3.63,38.32,33.01,10.89,25.7,60.8,83.5,Negative,1.0,No_Risk,F07,2026-08-31,73.8304,0
10227,Dangi,3,2,207,0,2.98,38.82,35.6,8.84,28.2,49.7,45.9,1+,32.3,Low,F08,2026-08-31,75.8186,0
10228,Dangi,7,4,26,1,4.67,38.64,34.85,11.65,30.5,68.4,88.7,Trace,13.5,No_Risk,F09,2026-08-31,81.8124,0
10229,Kangayam,7,2,152,0,2.5,38.23,34.11,16.5,27.5,70.6,59.9,Negative,1.0,No_Risk,F10,2026-08-31,77.6486,0
10230,Vechur,3,5,254,1,5.03,38.62,33.84,16.37,31.6,65.7,69.8,1+,31.2,Low,F01,2026-08-31,82.9804,0
10231,Ongole,6,2,64,1,4.7,38.37,33.74,10.0,29.7,49.5,86.0,Negative,12.0,No_Risk,F02,2026-08-31,77.73349999999999,0
10232,Hallikar,4,4,268,0,4.41,38.96,35.6,8.02,30.1,91.8,75.9,2+,83.9,High,F03,2026-08-31,84.8926,1
10233,Deoni,7,1,50,1,5.34,39.39,37.09,11.77,32.1,74.6,77.0,3+,99.0,High,F04,2026-08-31,85.2842,1
10234,Ongole,3,5,42,0,4.23,38.69,33.72,9.39,27.2,95.0,84.0,Negative,9.5,No_Risk,F05,2026-08-31,80.32,0
10235,Dangi,10,1,179,1,5.71,38.76,35.23,10.86,31.3,58.3,78.4,3+,90.7,High,F06,2026-08-31,81.2927,1
10236,Gir,10,1,177,0,4.5,38.65,34.22,8.52,27.6,79.5,66.9,Trace,38.6,Low,F07,2026-08-31,78.974,0
10237,Gir,5,1,58,1,4.16,39.13,34.9,11.25,30.2,77.4,69.5,3+,89.7,High,F08,2026-08-31,82.7892,1
10238,Deoni,3,3,101,1,4.5,39.13,36.26,8.06,26.7,64.5,75.2,3+,94.8,High,F09,2026-08-31,75.6935,1
10239,Kangayam,5,3,277,1,3.18,38.68,34.19,14.05,25.8,84.9,58.6,Trace,42.3,Low,F10,2026-08-31,76.71860000000001,0
10240,Dangi,10,1,225,1,4.06,38.81,34.65,8.73,29.3,63.1,86.9,1+,76.1,High,F01,2026-08-31,79.2419,1
10241,Deoni,6,5,96,0,3.85,38.83,34.66,12.48,22.4,63.7,76.3,1+,15.1,No_Risk,F02,2026-08-31,69.416,0
10242,Tharparkar,4,4,31,0,4.46,38.2,32.9,6.71,28.0,35.0,73.1,Negative,2.7,No_Risk,F03,2026-08-31,73.56,0
10243,Krishna Valley,3,4,243,0,3.61,39.02,35.08,12.84,23.4,72.9,89.9,Trace,79.1,High,F04,2026-08-31,71.681,1
10244,Deoni,9,2,32,0,3.29,39.21,34.76,7.6,31.7,52.1,70.2,1+,41.3,Low,F05,2026-08-31,80.7733,1
10245,Red Sindhi,10,5,65,0,2.87,39.01,33.68,11.28,32.7,61.4,69.3,Negative,6.6,No_Risk,F06,2026-08-31,83.7962,1
10246,Ongole,10,3,174,0,3.71,38.16,33.79,13.57,26.0,55.7,64.7,Negative,2.6,No_Risk,F07,2026-08-31,73.66120000000001,0
10247,Kankrej,9,1,132,1,5.92,38.03,33.78,8.89,30.5,63.6,77.1,Negative,28.1,Low,F08,2026-08-31,81.03960000000001,0
10248,Hariana,8,2,252,0,4.28,38.85,35.32,7.41,32.1,73.3,76.6,1+,67.6,Moderate,F09,2026-08-31,85.0541,1
10249,Kangayam,10,4,36,1,5.26,38.45,33.35,11.58,32.2,68.1,62.0,Negative,12.8,No_Risk,F10,2026-08-31,84.2818,0
10250,Deoni,7,3,242,0,3.51,38.7,33.57,7.98,29.8,76.5,69.3,Negative,6.3,No_Risk,F01,2026-08-31,82.021,0
10251,Dangi,6,3,207,1,3.63,39.26,35.5,9.29,31.6,83.2,62.1,3+,70.9,Moderate,F02,2026-08-31,85.9904,1
10252,Rathi,3,1,182,1,3.86,38.49,33.14,11.3,26.7,63.6,61.4,Negative,6.9,No_Risk,F03,2026-08-31,75.58279999999999,0
10253,Gir,9,4,93,0,4.04,38.47,33.67,14.58,29.3,62.3,46.1,Trace,6.5,No_Risk,F04,2026-08-31,79.12270000000001,0
10254,Red Sindhi,7,5,252,0,2.8,38.7,32.87,10.58,27.4,79.5,68.5,Negative,2.7,No_Risk,F05,2026-08-31,78.655,0
10255,Vechur,9,3,243,1,4.0,38.27,34.94,10.57,26.4,80.4,46.5,Trace,15.3,No_Risk,F06,2026-08-31,77.168,0
10256,Hallikar,3,1,79,0,3.72,38.33,33.96,12.71,29.1,76.9,65.1,Negative,3.9,No_Risk,F07,2026-08-31,80.98429999999999,0
10257,Hariana,5,5,241,0,3.24,38.61,34.19,10.65,30.2,56.6,62.8,Negative,11.3,No_Risk,F08,2026-08-31,79.50280000000001,0
10258,Umblachery,3,4,56,0,2.72,38.49,34.93,12.41,33.1,73.1,87.8,Negative,2.8,No_Risk,F09,2026-08-31,86.5497,0
10259,Kangayam,8,3,215,0,4.29,38.81,33.85,13.74,29.9,69.3,56.8,Negative,6.1,No_Risk,F10,2026-08-31,81.0615,0
10260,Kankrej,3,5,261,0,4.13,39.57,35.69,9.52,31.2,80.6,60.6,3+,96.0,High,F01,2026-08-31,84.9008,1
10261,Hariana,3,5,238,0,4.61,38.63,33.35,3.0,31.3,61.1,66.3,Negative,7.3,No_Risk,F02,2026-08-31,81.7659,0
10262,Deoni,8,5,211,0,3.38,38.31,33.35,8.05,38.0,48.0,63.3,Negative,1.6,No_Risk,F03,2026-08-31,88.128,0
10263,Tharparkar,6,3,36,0,4.59,39.1,34.26,14.13,22.7,76.3,92.5,Trace,27.2,Low,F04,2026-08-31,70.8929,1
10264,Gir,10,3,31,1,5.64,38.16,33.81,9.64,26.6,37.3,54.9,Negative,55.6,Moderate,F05,2026-08-31,72.2306,1
10265,Dangi,3,2,212,0,4.27,38.11,33.89,9.48,34.2,59.2,66.3,Negative,1.5,No_Risk,F06,2026-08-31,85.48160000000001,0
10266,Gir,8,4,41,1,4.25,38.51,34.43,14.0,27.8,55.7,77.0,1+,78.0,High,F07,2026-08-31,76.1038,1
10267,Vechur,7,1,139,0,4.19,38.5,33.49,10.2,32.1,55.6,85.2,Negative,3.4,No_Risk,F08,2026-08-31,81.9212,0
10268,Tharparkar,5,5,229,0,3.67,38.38,34.46,4.22,29.8,59.0,66.3,Negative,7.7,No_Risk,F09,2026-08-31,79.326,0
10269,Hallikar,5,2,211,0,3.56,38.59,34.59,5.98,36.4,82.6,43.2,1+,22.7,No_Risk,F10,2026-08-31,93.692,0
10270,Dangi,3,1,194,0,4.54,38.7,33.83,11.76,25.1,77.8,69.7,Negative,12.1,No_Risk,F01,2026-08-31,74.8046,0
10271,Ongole,6,2,223,0,4.01,38.97,34.1,10.3,33.3,65.0,92.3,1+,15.6,No_Risk,F02,2026-08-31,85.32499999999999,0
10272,Sahiwal,6,3,183,0,4.88,38.63,34.27,14.79,35.1,81.6,76.2,1+,50.2,Moderate,F03,2026-08-31,91.3712,1
10273,Red Sindhi,7,5,270,0,3.81,38.4,34.04,8.3,25.4,55.3,75.5,Negative,1.8,No_Risk,F04,2026-08-31,72.803,0
10274,Gir,3,1,246,0,3.88,38.96,34.89,9.57,31.7,53.6,56.1,1+,52.6,Moderate,F05,2026-08-31,81.0328,1
10275,Rathi,5,1,26,0,3.73,38.31,35.46,7.85,25.6,78.4,54.5,2+,12.9,No_Risk,F06,2026-08-31,75.6608,0
10276,Gir,6,1,48,0,3.37,38.03,34.25,8.94,29.1,75.0,72.3,Negative,3.0,No_Risk,F07,2026-08-31,80.705,0
10277,Hariana,3,1,52,0,4.63,39.02,34.33,4.82,28.1,62.5,50.6,2+,80.5,High,F08,2026-08-31,77.4425,1
10278,Gir,9,1,153,1,6.07,39.12,34.33,8.2,21.0,54.4,83.7,1+,73.5,Moderate,F09,2026-08-31,66.7904,1
10279,Kangayam,6,2,98,0,3.85,38.32,33.52,10.34,30.5,85.5,59.3,Negative,8.2,No_Risk,F10,2026-08-31,84.5655,0
10280,Gir,8,5,77,0,3.66,38.46,33.03,10.09,29.5,47.4,71.6,Negative,2.1,No_Risk,F01,2026-08-31,77.1574,0
10281,Sahiwal,9,3,45,1,4.17,38.4,34.95,16.95,34.2,60.8,43.7,2+,82.9,High,F02,2026-08-31,85.79840000000002,1
10282,Sahiwal,10,3,245,0,3.66,38.71,32.5,16.0,31.1,70.7,66.1,Negative,1.8,No_Risk,F03,2026-08-31,83.08690000000001,0
10283,Hallikar,6,3,23,0,5.17,39.21,35.6,7.91,37.0,89.6,54.2,3+,99.0,High,F04,2026-08-31,96.2496,1
10284,Kankrej,5,3,118,1,4.18,38.97,34.04,4.37,29.4,72.6,37.2,3+,46.8,Low,F05,2026-08-31,80.81,0
10285,Ongole,4,2,58,0,3.72,38.96,34.32,10.2,28.6,73.8,80.1,1+,23.9,No_Risk,F06,2026-08-31,79.7596,0
10286,Rathi,9,4,176,0,3.29,38.89,33.86,11.63,28.4,61.2,96.6,Negative,1.6,No_Risk,F07,2026-08-31,77.68799999999999,0
10287,Gir,10,5,94,0,4.29,38.6,35.36,7.92,27.5,74.8,88.9,1+,69.9,Moderate,F08,2026-08-31,78.1988,1
10288,Gir,7,1,149,0,4.06,38.98,34.77,8.07,21.3,69.3,82.2,Negative,23.6,No_Risk,F09,2026-08-31,68.2217,0
10289,Red Sindhi,7,4,194,0,3.36,38.86,35.15,15.25,28.2,48.9,65.8,Negative,16.6,No_Risk,F10,2026-08-31,75.7082,0
10290,Dangi,5,3,103,0,3.52,39.1,36.05,9.73,21.8,77.5,84.1,3+,84.0,High,F01,2026-08-31,69.575,1
10291,Sahiwal,6,4,41,0,5.1,38.44,34.33,12.22,30.6,79.6,90.4,Negative,18.0,No_Risk,F02,2026-08-31,83.77520000000001,0
10292,Rathi,3,5,46,0,4.12,37.99,33.24,7.71,24.7,77.6,74.1,Negative,1.3,No_Risk,F03,2026-08-31,74.1528,0
10293,Hallikar,6,1,214,1,4.72,39.09,34.8,10.33,25.9,68.4,54.2,3+,83.6,High,F04,2026-08-31,74.98599999999999,1
10294,Vechur,5,1,255,1,4.72,38.84,33.89,9.49,26.7,56.5,64.5,2+,66.6,Moderate,F05,2026-08-31,74.70949999999999,1
10295,Kankrej,7,5,111,0,5.01,38.5,33.8,8.29,28.3,40.3,97.5,Negative,9.6,No_Risk,F06,2026-08-31,74.6417,0
10296,Ongole,6,5,40,0,3.42,38.52,34.12,13.97,29.0,69.9,70.9,Negative,9.0,No_Risk,F07,2026-08-31,79.80539999999999,0
10297,Tharparkar,7,3,103,0,3.84,39.49,35.68,6.33,32.8,81.0,25.0,3+,99.0,High,F08,2026-08-31,87.544,1
10298,Ongole,9,1,166,0,3.99,38.38,34.53,11.4,27.0,79.9,50.0,Trace,5.0,No_Risk,F09,2026-08-31,78.06739999999999,0
10299,Kangayam,10,4,276,0,2.98,38.3,34.65,9.43,30.7,77.8,65.6,Negative,4.5,No_Risk,F10,2026-08-31,83.6414,0
10300,Hariana,3,2,77,0,3.5,38.63,34.09,11.74,38.0,67.1,87.5,Negative,11.7,No_Risk,F01,2026-08-31,92.6356,0
10301,Kangayam,9,2,34,1,5.33,39.13,35.39,9.0,30.3,81.0,67.9,3+,96.9,High,F02,2026-08-31,83.519,1
10302,Gir,7,5,181,0,4.59,39.4,35.16,13.1,28.4,79.1,87.8,2+,52.4,Moderate,F03,2026-08-31,80.19399999999999,1
10303,Umblachery,7,3,182,0,4.71,38.83,35.51,7.68,26.3,62.9,64.1,3+,67.3,Moderate,F04,2026-08-31,74.9251,1
10304,Kankrej,4,2,31,0,3.72,38.16,33.75,13.97,28.3,76.1,42.5,Negative,6.1,No_Risk,F05,2026-08-31,79.61789999999999,0
10305,Hariana,4,1,227,0,3.8,39.29,36.34,10.41,25.9,61.6,64.6,3+,92.8,High,F06,2026-08-31,74.204,1
10306,Rathi,9,5,46,1,3.49,38.71,33.05,6.51,29.9,74.5,77.2,Negative,11.0,No_Risk,F07,2026-08-31,81.8675,0
10307,Tharparkar,8,4,91,1,5.26,38.43,33.9,12.13,29.4,52.4,75.9,Trace,20.8,No_Risk,F08,2026-08-31,77.78,0
10308,Sahiwal,9,5,79,1,5.36,38.34,33.94,9.4,21.4,53.3,53.2,Trace,44.2,Low,F09,2026-08-31,67.251,0
10309,Kankrej,4,4,164,0,4.8,38.89,34.81,5.37,28.9,80.7,66.7,2+,59.2,Moderate,F10,2026-08-31,81.22149999999999,1
10310,Kankrej,7,5,112,0,5.14,38.68,34.89,11.19,32.8,79.3,100.0,2+,63.4,Moderate,F01,2026-08-31,87.2312,1
10311,Kangayam,5,5,27,0,4.37,38.72,33.24,13.52,27.6,75.6,53.5,Negative,14.0,No_Risk,F02,2026-08-31,78.45920000000001,0
10312,Umblachery,9,5,98,0,5.11,39.05,34.01,14.07,26.7,69.1,81.9,Trace,31.8,Low,F03,2026-08-31,76.2593,1
10313,Gir,7,4,46,0,3.97,38.32,33.08,9.36,24.2,39.3,40.5,Negative,9.4,No_Risk,F04,2026-08-31,69.6114,0
10314,Deoni,5,4,193,1,3.5,39.2,36.25,10.94,22.5,67.1,85.0,3+,74.0,Moderate,F05,2026-08-31,69.8351,1
10315,Hallikar,5,5,69,0,4.66,38.42,34.44,10.65,31.9,73.5,58.6,Trace,24.1,No_Risk,F06,2026-08-31,84.7825,0
10316,Kangayam,4,2,218,0,2.93,39.36,34.65,14.97,28.4,61.6,78.0,Negative,12.4,No_Risk,F07,2026-08-31,77.744,1
10317,Kankrej,9,3,200,0,4.21,38.81,34.06,8.07,31.7,59.5,52.6,Trace,56.4,Moderate,F08,2026-08-31,82.05349999999999,1
10318,Krishna Valley,6,3,43,0,4.72,38.28,35.15,9.11,34.4,85.3,76.4,1+,47.4,Low,F09,2026-08-31,90.98,0
10319,Red Sindhi,3,3,65,0,4.31,37.89,33.98,8.0,32.2,67.3,58.4,Negative,2.6,No_Risk,F10,2026-08-31,84.1394,0
10320,Tharparkar,4,4,34,1,6.13,39.0,34.54,4.95,27.1,73.5,61.3,3+,95.9,High,F01,2026-08-31,77.4145,1
10321,Hallikar,4,4,172,1,3.37,38.59,33.57,11.24,29.5,77.3,78.6,Negative,23.5,No_Risk,F02,2026-08-31,81.6723,0
10322,Kangayam,6,2,241,1,4.6,38.67,33.38,15.3,26.8,56.0,65.5,1+,19.9,No_Risk,F03,2026-08-31,74.78399999999999,0
10323,Tharparkar,3,3,225,0,4.11,38.87,35.48,9.9,26.5,70.3,77.7,2+,34.1,Low,F04,2026-08-31,76.1063,0
10324,Red Sindhi,7,3,255,0,3.23,38.95,36.05,7.85,30.2,83.8,69.1,2+,71.6,Moderate,F05,2026-08-31,83.8004,1
10325,Vechur,8,5,247,0,3.35,39.03,34.07,11.06,26.1,89.8,73.0,Negative,18.8,No_Risk,F06,2026-08-31,77.78659999999999,1
10326,Red Sindhi,9,4,28,0,3.55,38.19,35.32,12.27,21.3,68.5,78.7,Negative,11.2,No_Risk,F07,2026-08-31,68.1665,0
10327,Umblachery,8,3,185,1,3.94,39.22,34.85,10.03,25.9,65.1,66.7,2+,87.2,High,F08,2026-08-31,74.6065,1
10328,Red Sindhi,7,2,233,0,4.03,38.4,34.63,14.71,27.9,71.2,57.1,Negative,35.9,Low,F09,2026-08-31,78.332,0
10329,Tharparkar,10,2,136,0,3.71,37.81,35.33,8.06,34.3,70.9,64.0,Negative,1.7,No_Risk,F10,2026-08-31,87.94909999999999,0
10330,Ongole,4,3,91,0,4.31,38.19,34.08,9.64,27.3,84.6,89.9,Negative,2.4,No_Risk,F01,2026-08-31,79.1534,0
10331,Tharparkar,3,4,83,0,4.52,38.68,33.94,11.39,30.8,56.0,73.7,Negative,20.0,No_Risk,F02,2026-08-31,80.22399999999999,0
10332,Deoni,4,2,224,1,5.03,38.38,34.84,11.47,28.4,64.6,59.3,2+,52.4,Moderate,F03,2026-08-31,78.16399999999999,1
10333,Gir,5,5,228,0,3.83,38.57,33.31,10.64,33.3,54.6,78.0,Negative,1.3,No_Risk,F04,2026-08-31,83.3594,0
10334,Hariana,4,2,91,0,4.28,38.72,35.15,6.66,33.0,55.9,79.0,Trace,62.6,Moderate,F05,2026-08-31,83.1974,1
10335,Ongole,4,1,114,0,4.77,38.54,34.31,17.51,33.1,72.5,79.8,Trace,8.8,No_Risk,F06,2026-08-31,86.4375,0
10336,Sahiwal,7,1,185,0,4.39,38.43,33.74,9.79,22.9,77.7,57.3,Trace,11.9,No_Risk,F07,2026-08-31,71.3245,0
10337,Hariana,7,4,51,1,5.86,38.28,33.72,9.88,29.7,60.2,61.8,1+,49.6,Low,F08,2026-08-31,79.3706,0
10338,Gir,7,3,30,1,5.29,38.73,33.15,11.91,31.7,77.3,61.8,Trace,67.0,Moderate,F09,2026-08-31,85.1329,1
10339,Kangayam,8,4,236,1,5.77,38.0,33.77,7.72,30.3,81.3,66.6,1+,15.1,No_Risk,F10,2026-08-31,83.5667,0
10340,Hallikar,5,4,121,1,3.03,38.48,33.99,10.67,31.2,91.2,80.1,Negative,9.5,No_Risk,F01,2026-08-31,86.6816,0
10341,Deoni,10,4,233,0,4.16,38.28,33.35,8.47,29.2,68.8,76.4,Negative,1.9,No_Risk,F02,2026-08-31,79.94239999999999,0
10342,Deoni,10,4,198,0,3.89,38.52,34.16,11.75,26.4,60.3,77.6,Negative,10.5,No_Risk,F03,2026-08-31,74.756,0
10343,Sahiwal,7,5,107,0,4.02,38.53,34.58,9.67,23.1,56.0,92.3,Negative,4.5,No_Risk,F04,2026-08-31,69.752,0
10344,Ongole,3,5,60,0,3.58,38.94,34.5,11.31,26.7,54.8,82.3,Negative,31.0,Low,F05,2026-08-31,74.5004,0
10345,Umblachery,8,2,95,1,4.91,39.27,35.88,7.26,38.0,83.0,69.9,3+,96.0,High,F06,2026-08-31,96.388,1
10346,Dangi,6,1,65,0,2.92,38.21,33.55,8.01,27.3,49.8,54.2,Negative,1.0,No_Risk,F07,2026-08-31,74.6642,0
10347,Vechur,3,4,179,1,4.91,39.42,36.44,6.3,22.1,82.6,61.3,3+,98.5,High,F08,2026-08-31,70.4402,1
10348,Red Sindhi,9,2,99,0,3.6,38.33,34.3,8.37,31.6,57.6,68.1,Negative,4.1,No_Risk,F09,2026-08-31,81.5872,0
10349,Ongole,9,1,105,0,3.77,38.66,35.44,3.0,32.0,59.8,84.4,Trace,39.3,Low,F10,2026-08-31,82.5248,0
10350,Hallikar,3,3,111,0,4.39,38.78,36.29,9.58,33.5,66.2,71.6,2+,61.5,Moderate,F01,2026-08-31,85.8442,1
10351,Vechur,7,5,167,1,4.7,39.58,35.58,8.9,30.6,59.6,62.2,3+,95.2,High,F02,2026-08-31,80.5352,1
10352,Deoni,6,1,180,0,4.79,38.41,33.86,10.95,32.0,79.2,61.0,Trace,32.8,Low,F03,2026-08-31,85.9392,0
10353,Tharparkar,6,3,221,0,3.47,37.97,34.0,10.63,35.4,89.8,71.0,Negative,1.0,No_Risk,F04,2026-08-31,93.578,0
10354,Hallikar,8,1,261,0,4.05,39.12,35.52,14.27,26.4,60.1,85.3,Negative,39.9,Low,F05,2026-08-31,74.732,1
10355,Gir,6,5,21,0,4.68,38.31,35.26,18.28,25.7,62.8,95.9,Negative,14.0,No_Risk,F06,2026-08-31,74.0564,0
10356,Sahiwal,9,5,244,0,4.33,38.47,33.68,13.91,25.2,66.0,68.9,Negative,9.3,No_Risk,F07,2026-08-31,73.688,0
10357,Gir,5,2,252,1,4.93,38.33,34.5,9.03,28.1,74.5,71.3,Trace,27.4,Low,F08,2026-08-31,79.0865,0
10358,Dangi,7,4,96,0,4.82,38.47,34.09,9.0,34.0,66.2,53.8,Trace,15.2,No_Risk,F09,2026-08-31,86.5752,0
10359,Hallikar,6,1,135,0,3.84,38.31,34.69,13.11,30.8,84.6,100.0,Negative,7.6,No_Risk,F10,2026-08-31,84.9144,0
10360,Rathi,8,1,173,0,3.7,38.84,35.68,5.45,30.7,81.8,51.0,2+,57.3,Moderate,F01,2026-08-31,84.29339999999999,1
10361,Rathi,9,3,122,0,4.47,38.63,34.01,9.55,22.6,53.8,89.6,Negative,3.9,No_Risk,F02,2026-08-31,68.8916,0
10362,Kangayam,5,5,213,0,4.0,38.36,32.86,9.79,26.6,74.3,66.5,Negative,6.9,No_Risk,F03,2026-08-31,76.74459999999999,0
10363,Ongole,4,1,185,0,4.83,38.95,35.29,12.23,22.6,86.2,63.0,Trace,78.0,High,F04,2026-08-31,71.5484,1
10364,Deoni,4,5,109,0,4.34,38.69,33.53,12.34,33.1,62.1,55.3,Negative,33.8,Low,F05,2026-08-31,84.49270000000001,0
10365,Deoni,5,1,193,0,3.69,37.95,34.09,8.27,34.5,64.5,100.0,Negative,2.3,No_Risk,F06,2026-08-31,86.9645,0
10366,Red Sindhi,9,2,141,1,4.87,39.04,35.51,9.19,31.7,61.7,75.3,3+,85.7,High,F07,2026-08-31,82.4341,1
10367,Red Sindhi,8,4,162,1,4.06,38.78,34.61,11.84,25.5,61.9,72.3,Negative,34.3,Low,F08,2026-08-31,73.6709,0
