record_date,farm_id,animal_id,breed,age_years,lactation_number,days_in_milk,previous_mastitis_history,vaccinated,chronic_disease_flag,ambient_temperature_c,relative_humidity_pct,hygiene_score_0_100,environment_total_mastitis_pathogen_load_log10,S_aureus_load_log10_cfu_equiv,S_uberis_load_log10_cfu_equiv,E_coli_load_log10_cfu_equiv,K_pneumoniae_load_log10_cfu_equiv,S_agalactiae_load_log10_cfu_equiv,dominant_environment_pathogen,milk_yield_kg_day,milk_conductivity_mS_cm,body_temperature_c,udder_surface_temperature_c,clinical_mastitis_now,synthetic_risk_score_pct,mastitis_risk_category,mastitis_in_next_7d,mastitis_in_next_14d,days_to_synthetic_event,temperature_humidity_index
26-01-2026,F26,2986,Jersey_cross,5.1,4,45,0,1,1,34.03,73.52,63.41,5.311,4.345,5.115,4.422,4.26,3.871,S_uberis,13.69,4.596,38.66,34.82,0,23.96,Low,1,1,5.0,88.055976
27-01-2026,F26,2987,Jersey_cross,5.1,4,46,0,1,1,30.71,91.67,55.94,6.506,4.614,5.25,5.937,6.322,4.401,K_pneumoniae,13.91,4.755,38.72,34.56,0,76.21,High,1,1,4.0,85.919377
28-01-2026,F26,2988,Jersey_cross,5.1,4,47,0,1,1,30.39,87.82,67.02,5.072,4.331,4.539,4.52,4.31,3.923,S_uberis,13.59,4.711,38.79,34.81,0,32.48,Low,1,1,3.0,84.754418
29-01-2026,F26,2989,Jersey_cross,5.1,4,48,0,1,1,32.61,83.12,21.97,6.697,4.981,5.464,6.231,6.454,4.682,K_pneumoniae,13.54,4.893,38.93,34.68,0,92.84,High,1,1,2.0,87.62415200000001
30-01-2026,F26,2990,Jersey_cross,5.1,4,49,0,1,1,33.57,77.59,12.54,6.453,5.153,5.182,5.851,6.259,4.19,K_pneumoniae,13.41,4.997,38.67,35.96,0,93.47,High,1,1,1.0,88.130003
31-01-2026,F26,2991,Jersey_cross,5.1,4,50,0,1,1,33.33,88.13,44.01,6.275,4.436,5.39,5.961,5.832,4.282,E_coli,13.45,5.197,38.87,35.61,1,82.24,High,0,0,0.0,89.74700899999999
01-02-2026,F26,2992,Jersey_cross,5.1,4,51,0,1,1,29.2,85.86,32.18,6.41,4.565,5.437,5.962,6.123,4.161,K_pneumoniae,12.2,4.952,38.91,35.28,1,92.2,High,0,0,-1.0,82.46727999999999
02-02-2026,F26,2993,Jersey_cross,5.1,4,52,0,1,1,26.72,70.19,72.09,5.393,4.792,4.084,4.938,4.48,4.751,E_coli,12.24,5.196,39.03,35.53,1,32.0,Low,0,0,-2.0,76.423408
03-02-2026,F26,2994,Jersey_cross,5.1,4,53,0,1,1,28.15,71.35,73.5,4.831,3.561,4.092,4.342,4.114,4.225,E_coli,11.93,5.515,38.82,35.51,1,18.46,No_Risk,0,0,-3.0,78.730625
04-02-2026,F26,2995,Jersey_cross,5.1,4,54,0,1,1,24.15,82.87,67.12,5.996,4.047,5.162,5.45,5.722,4.4,K_pneumoniae,11.02,5.425,39.11,35.32,1,72.55,High,0,0,-4.0,73.799825
05-02-2026,F26,2996,Jersey_cross,5.1,4,55,0,1,1,33.44,79.44,55.35,6.219,4.834,5.505,5.919,5.608,4.521,E_coli,11.63,5.694,38.8,35.53,1,87.19,High,0,0,-5.0,88.277376
06-02-2026,F26,2997,Jersey_cross,5.1,4,56,0,1,1,29.49,85.27,59.42,6.612,4.099,5.424,6.279,6.273,4.566,E_coli,10.86,5.89,39.04,34.88,1,85.18,High,0,0,-6.0,82.85924299999999
07-02-2026,F26,2998,Jersey_cross,5.1,4,57,0,1,1,26.38,69.25,67.15,4.836,3.983,4.293,3.912,4.187,4.198,S_uberis,11.45,5.693,38.77,35.74,1,25.23,Low,0,0,-7.0,75.80015
08-02-2026,F26,2999,Jersey_cross,5.1,4,58,0,1,1,29.04,81.49,42.65,6.119,4.706,5.274,5.833,5.59,3.758,E_coli,11.29,6.355,39.24,36.1,1,90.04,High,0,0,-8.0,81.562136
09-02-2026,F26,3000,Jersey_cross,5.1,4,59,0,1,1,30.38,86.73,60.7,5.469,4.176,5.103,4.836,4.857,4.076,S_uberis,10.8,5.938,38.99,36.34,1,66.93,Moderate,0,0,-9.0,84.56345400000001
01-01-2026,F25,3001,Sahiwal,2.7,4,20,1,1,0,31.94,73.2,59.03,4.982,4.011,4.547,3.749,4.522,4.06,S_uberis,8.87,3.892,38.51,34.27,0,12.29,No_Risk,0,0,,84.79128
02-01-2026,F25,3002,Sahiwal,2.7,4,21,1,1,0,28.79,74.8,69.17,4.8,4.094,4.284,4.214,3.891,3.867,S_uberis,8.81,3.988,38.57,34.17,0,8.09,No_Risk,0,0,,80.19572
03-01-2026,F25,3003,Sahiwal,2.7,4,22,1,1,0,36.26,66.59,69.19,4.313,3.463,3.839,3.732,3.5,3.344,S_uberis,9.46,4.189,38.41,34.48,0,6.69,No_Risk,0,0,,89.964574
04-01-2026,F25,3004,Sahiwal,2.7,4,23,1,1,0,27.72,66.79,65.97,5.034,4.904,3.228,3.777,4.124,3.853,S_aureus,8.95,4.076,38.63,34.22,0,10.73,No_Risk,0,0,,77.47242800000001
05-01-2026,F25,3005,Sahiwal,2.7,4,24,1,1,0,34.03,89.23,59.66,5.973,4.808,5.382,5.66,5.217,4.101,E_coli,7.62,3.998,38.37,34.56,0,45.43,Moderate,0,0,,91.139849
06-01-2026,F25,3006,Sahiwal,2.7,4,25,1,1,0,32.88,74.29,59.23,5.589,4.323,4.783,4.68,5.404,3.697,K_pneumoniae,8.5,3.891,38.5,34.85,0,35.93,Low,0,0,,86.432792
07-01-2026,F25,3007,Sahiwal,2.7,4,26,1,1,0,26.72,90.62,59.43,4.785,3.972,3.972,4.266,4.145,3.989,E_coli,8.46,4.182,38.54,33.64,0,12.35,No_Risk,0,0,,78.940384
08-01-2026,F25,3008,Sahiwal,2.7,4,27,1,1,0,28.39,65.43,72.59,4.858,4.515,3.612,3.673,4.019,4.303,S_aureus,8.8,3.889,38.43,33.94,0,7.59,No_Risk,0,0,,78.265657
09-01-2026,F25,3009,Sahiwal,2.7,4,28,1,1,0,34.65,97.15,27.77,6.431,4.765,5.43,5.794,6.237,4.346,K_pneumoniae,7.73,4.008,38.51,35.05,0,78.55,High,0,0,,93.79287500000001
10-01-2026,F25,3010,Sahiwal,2.7,4,29,1,1,0,22.58,76.94,60.08,5.035,4.205,4.283,4.664,4.327,3.771,E_coli,8.32,4.126,38.45,34.08,0,15.92,No_Risk,0,0,,70.75769199999999
11-01-2026,F25,3011,Sahiwal,2.7,4,30,1,1,0,26.37,80.07,57.15,5.145,4.177,4.705,4.416,4.527,4.152,S_uberis,8.59,4.098,38.46,34.19,0,25.49,Low,0,0,,77.080379
12-01-2026,F25,3012,Sahiwal,2.7,4,31,1,1,0,26.88,81.53,49.14,5.849,4.061,5.014,5.515,5.399,4.115,E_coli,7.74,3.934,38.4,34.13,0,49.24,Moderate,0,0,,78.078944
13-01-2026,F25,3013,Sahiwal,2.7,4,32,1,1,0,26.88,64.66,70.09,5.042,4.188,4.728,3.929,4.397,3.894,S_uberis,8.29,3.981,38.52,33.31,0,11.4,No_Risk,0,0,,75.973568
14-01-2026,F25,3014,Sahiwal,2.7,4,33,1,1,0,30.83,57.82,71.09,4.603,3.845,3.772,3.981,3.769,4.068,S_agalactiae,8.71,4.017,38.35,34.36,0,5.23,No_Risk,0,0,,80.563826
15-01-2026,F25,3015,Sahiwal,2.7,4,34,1,1,0,22.69,82.98,57.0,6.245,4.263,5.006,6.047,5.707,4.17,E_coli,7.99,4.15,38.48,34.24,0,57.9,Moderate,0,0,,71.431042
16-01-2026,F25,3016,Sahiwal,2.7,4,35,1,1,0,28.17,83.77,11.42,6.668,4.615,5.789,5.671,6.543,4.623,K_pneumoniae,7.45,4.056,38.62,33.72,0,89.68,High,0,0,,80.47112899999999
17-01-2026,F25,3017,Sahiwal,2.7,4,36,1,1,0,24.96,67.17,77.33,5.329,4.045,5.135,4.286,4.627,3.606,S_uberis,8.25,3.962,38.42,33.94,0,16.76,No_Risk,0,0,,73.461152
18-01-2026,F25,3018,Sahiwal,2.7,4,37,1,1,0,25.49,81.31,38.85,6.01,4.124,5.559,5.592,5.39,4.022,E_coli,7.93,3.982,38.33,33.61,0,59.26,Moderate,0,0,,75.809279
19-01-2026,F25,3019,Sahiwal,2.7,4,38,1,1,0,31.0,61.38,67.34,4.961,4.245,4.601,4.125,4.174,3.762,S_uberis,8.21,4.118,38.63,34.19,0,13.21,No_Risk,0,0,,81.38908
20-01-2026,F25,3020,Sahiwal,2.7,4,39,1,1,0,25.14,74.76,82.59,4.847,3.865,4.453,4.284,4.103,3.424,S_uberis,7.76,3.897,38.6,34.21,0,6.24,No_Risk,0,0,,74.541224
21-01-2026,F25,3021,Sahiwal,2.7,4,40,1,1,0,26.67,76.82,54.7,4.923,3.885,4.172,4.242,4.462,4.169,K_pneumoniae,8.9,4.048,38.3,33.83,0,17.33,No_Risk,0,0,,77.16181399999999
22-01-2026,F25,3022,Sahiwal,2.7,4,41,1,1,0,25.64,76.4,82.79,4.381,4.113,3.137,3.424,3.324,3.695,S_aureus,8.64,4.136,38.43,34.89,0,2.28,No_Risk,0,0,,75.49936
23-01-2026,F25,3023,Sahiwal,2.7,4,42,1,1,0,27.53,74.8,65.78,4.758,3.857,3.536,4.126,4.448,3.715,K_pneumoniae,8.94,4.028,38.7,33.77,0,8.41,No_Risk,0,0,,78.24524
24-01-2026,F25,3024,Sahiwal,2.7,4,43,1,1,0,25.54,75.56,46.06,6.559,4.936,5.286,6.014,6.358,4.486,K_pneumoniae,9.08,4.095,38.35,34.01,0,82.28,High,0,0,,75.24938399999999
25-01-2026,F25,3025,Sahiwal,2.7,4,44,1,1,0,28.23,82.66,48.24,6.839,5.109,5.899,6.577,6.337,4.54,E_coli,9.15,4.022,38.29,34.3,0,82.16,High,0,0,,80.41587799999999
26-01-2026,F25,3026,Sahiwal,2.7,4,45,1,1,0,34.5,68.07,46.22,4.914,4.029,4.542,4.255,4.214,3.314,S_uberis,8.35,4.103,38.6,34.28,0,12.96,No_Risk,0,0,,87.68207000000001
27-01-2026,F25,3027,Sahiwal,2.7,4,46,1,1,0,28.75,71.31,56.46,5.601,4.795,5.164,4.915,4.963,4.232,S_uberis,7.61,3.834,38.68,33.58,0,40.61,Low,0,0,,79.63298499999999
28-01-2026,F25,3028,Sahiwal,2.7,4,47,1,1,0,31.23,86.89,51.61,6.73,4.417,5.223,6.219,6.545,4.312,K_pneumoniae,8.27,3.866,38.34,34.5,0,82.32,High,0,0,,86.007587
29-01-2026,F25,3029,Sahiwal,2.7,4,48,1,1,0,25.69,77.72,53.74,5.023,4.258,4.496,4.418,4.025,4.283,S_uberis,8.41,4.172,38.24,33.94,0,12.99,No_Risk,0,0,,75.726588
30-01-2026,F25,3030,Sahiwal,2.7,4,49,1,1,0,30.02,67.15,57.44,5.399,4.119,5.022,4.483,4.915,4.296,S_uberis,9.21,4.143,38.46,34.16,0,26.25,Low,0,0,,80.90483
31-01-2026,F25,3031,Sahiwal,2.7,4,50,1,1,0,29.8,78.31,47.62,5.708,4.154,4.874,5.126,5.441,4.035,K_pneumoniae,8.03,3.981,38.47,34.46,0,40.74,Low,0,0,,82.29974
01-02-2026,F25,3032,Sahiwal,2.7,4,51,1,1,0,24.56,85.41,39.49,6.479,4.674,5.395,6.286,5.885,4.271,E_coli,8.94,4.159,38.51,34.29,0,80.34,High,0,0,,74.725656
02-02-2026,F25,3033,Sahiwal,2.7,4,52,1,1,0,32.68,69.73,80.5,4.012,3.41,3.356,3.194,3.29,3.285,S_aureus,8.34,3.85,38.48,33.75,0,1.65,No_Risk,0,0,,85.290644
03-02-2026,F25,3034,Sahiwal,2.7,4,53,1,1,0,28.11,74.44,81.96,4.931,4.198,3.832,3.989,4.503,4.325,K_pneumoniae,7.99,4.292,38.47,33.66,0,6.82,No_Risk,0,0,,79.093724
04-02-2026,F25,3035,Sahiwal,2.7,4,54,1,1,0,28.51,73.81,94.95,5.324,4.091,5.085,4.407,4.637,3.912,S_uberis,8.07,3.992,38.39,33.99,0,12.78,No_Risk,0,0,,79.622591
05-02-2026,F25,3036,Sahiwal,2.7,4,55,1,1,0,29.25,92.65,51.27,6.591,4.718,5.504,5.42,6.499,5.05,K_pneumoniae,8.69,3.985,38.56,34.36,0,66.94,Moderate,0,0,,83.558525
06-02-2026,F25,3037,Sahiwal,2.7,4,56,1,1,0,28.79,72.22,61.49,5.249,4.56,4.791,4.353,4.701,3.8,S_uberis,7.47,3.852,38.45,33.83,0,16.53,No_Risk,0,0,,79.82445799999999
07-02-2026,F25,3038,Sahiwal,2.7,4,57,1,1,0,26.8,68.63,46.91,5.863,5.156,4.668,5.349,5.463,4.417,K_pneumoniae,8.12,4.185,38.54,34.22,0,56.09,Moderate,0,0,,76.35012
08-02-2026,F25,3039,Sahiwal,2.7,4,58,1,1,0,24.38,73.05,77.29,4.717,4.469,3.585,3.647,3.768,3.931,S_aureus,7.11,3.804,38.65,33.88,0,5.38,No_Risk,0,0,,73.19439
09-02-2026,F25,3040,Sahiwal,2.7,4,59,1,1,0,31.54,78.01,27.84,6.695,4.877,4.967,6.234,6.483,4.576,K_pneumoniae,7.7,3.91,38.52,34.26,0,79.32,High,0,0,,85.002914
01-01-2026,F28,3041,Murrah_buffalo,5.5,4,20,0,1,1,28.89,76.56,68.11,4.96,4.469,3.88,4.107,4.483,4.037,K_pneumoniae,6.86,4.092,38.42,33.59,0,9.41,No_Risk,0,0,43.0,80.60554400000001
02-01-2026,F28,3042,Murrah_buffalo,5.5,4,21,0,1,1,33.73,83.25,48.42,6.187,5.249,5.243,5.833,5.692,4.113,E_coli,7.71,4.101,38.37,35.03,0,74.41,High,0,0,42.0,89.476225
03-01-2026,F28,3043,Murrah_buffalo,5.5,4,22,0,1,1,28.69,75.9,42.32,6.249,4.276,5.463,5.802,5.912,4.192,K_pneumoniae,7.52,4.075,38.61,34.1,0,72.44,High,0,0,41.0,80.19811
04-01-2026,F28,3044,Murrah_buffalo,5.5,4,23,0,1,1,26.79,85.24,45.74,6.472,4.498,5.066,5.947,6.282,4.171,K_pneumoniae,7.2,4.23,38.49,34.18,0,65.95,Moderate,0,0,40.0,78.393236
05-01-2026,F28,3045,Murrah_buffalo,5.5,4,24,0,1,1,28.53,72.09,67.23,5.022,4.75,3.853,4.295,4.129,3.941,S_aureus,8.05,4.069,38.46,34.26,0,14.43,No_Risk,0,0,39.0,79.41031699999999
06-01-2026,F28,3046,Murrah_buffalo,5.5,4,25,0,1,1,30.07,89.6,75.5,5.5,5.403,4.226,3.896,4.068,4.433,S_aureus,6.54,3.874,38.53,33.33,0,9.53,No_Risk,0,0,38.0,84.49632
07-01-2026,F28,3047,Murrah_buffalo,5.5,4,26,0,1,1,33.49,73.36,54.27,5.206,4.073,4.949,4.08,4.54,4.126,S_uberis,6.78,4.045,38.31,33.81,0,16.88,No_Risk,0,0,37.0,87.19642400000001
08-01-2026,F28,3048,Murrah_buffalo,5.5,4,27,0,1,1,27.13,81.0,85.05,4.692,4.051,3.747,3.939,4.223,3.845,K_pneumoniae,6.42,4.21,38.43,34.08,0,5.38,No_Risk,0,0,36.0,78.4153
09-01-2026,F28,3049,Murrah_buffalo,5.5,4,28,0,1,1,30.88,71.4,80.73,5.21,3.9,4.997,4.494,4.231,3.826,S_uberis,7.79,4.074,38.69,34.2,0,11.57,No_Risk,0,0,35.0,82.87072
10-01-2026,F28,3050,Murrah_buffalo,5.5,4,29,0,1,1,26.15,78.69,44.13,6.021,4.252,5.697,5.424,5.412,3.992,S_uberis,7.08,3.984,38.43,33.83,0,55.8,Moderate,0,0,34.0,76.566075
11-01-2026,F28,3051,Murrah_buffalo,5.5,4,30,0,1,1,26.54,77.51,50.97,6.483,4.257,5.207,6.204,6.091,4.503,E_coli,8.67,3.955,38.62,33.95,0,68.63,Moderate,0,0,33.0,77.041714
12-01-2026,F28,3052,Murrah_buffalo,5.5,4,31,0,1,1,29.11,74.96,86.39,4.891,4.499,3.751,4.291,3.979,4.059,S_aureus,7.12,3.922,38.56,33.95,0,6.13,No_Risk,0,0,32.0,80.714616
13-01-2026,F28,3053,Murrah_buffalo,5.5,4,32,0,1,1,31.86,83.48,56.29,6.38,5.051,5.251,5.816,6.161,3.781,K_pneumoniae,7.53,3.964,38.51,34.35,0,68.46,Moderate,0,0,31.0,86.463608
14-01-2026,F28,3054,Murrah_buffalo,5.5,4,33,0,1,1,31.29,57.74,84.0,4.712,3.619,4.375,3.861,4.055,3.702,S_uberis,8.01,3.854,38.54,34.09,0,5.35,No_Risk,0,0,30.0,81.184286
15-01-2026,F28,3055,Murrah_buffalo,5.5,4,34,0,1,1,32.84,74.89,78.55,4.522,3.548,3.991,4.088,3.651,3.51,E_coli,7.87,3.987,38.5,34.58,0,5.35,No_Risk,0,0,29.0,86.481716
16-01-2026,F28,3056,Murrah_buffalo,5.5,4,35,0,1,1,31.17,82.31,66.8,5.635,4.671,5.363,4.935,4.643,4.381,S_uberis,7.75,4.196,38.52,34.32,0,35.91,Low,0,0,28.0,85.139387
17-01-2026,F28,3057,Murrah_buffalo,5.5,4,36,0,1,1,31.57,57.78,92.14,4.232,3.635,3.425,3.559,3.722,3.072,K_pneumoniae,6.61,3.981,38.4,33.92,0,1.72,No_Risk,0,0,27.0,81.576826
18-01-2026,F28,3058,Murrah_buffalo,5.5,4,37,0,1,1,29.91,83.45,81.23,5.002,3.614,4.593,4.255,4.502,3.878,S_uberis,7.21,4.202,38.42,33.92,0,8.35,No_Risk,0,0,26.0,83.271095
19-01-2026,F28,3059,Murrah_buffalo,5.5,4,38,0,1,1,22.68,65.45,81.09,4.998,4.752,3.632,3.414,3.74,4.487,S_aureus,6.65,4.01,38.41,34.01,0,4.84,No_Risk,0,0,25.0,69.96326
20-01-2026,F28,3060,Murrah_buffalo,5.5,4,39,0,1,1,26.39,66.86,60.6,5.321,3.903,5.129,4.678,4.167,3.66,S_uberis,6.87,4.144,38.71,34.3,0,16.22,No_Risk,0,0,24.0,75.528514
21-01-2026,F28,3061,Murrah_buffalo,5.5,4,40,0,1,1,24.41,84.89,53.32,6.064,4.231,5.353,5.441,5.799,4.079,K_pneumoniae,7.76,4.046,38.52,34.25,0,48.03,Moderate,0,0,23.0,74.425489
22-01-2026,F28,3062,Murrah_buffalo,5.5,4,41,0,1,1,29.68,68.93,67.21,5.421,4.039,5.187,4.8,4.339,4.133,S_uberis,6.98,4.263,38.31,34.1,0,20.33,Low,0,0,22.0,80.676504
23-01-2026,F28,3063,Murrah_buffalo,5.5,4,42,0,1,1,30.2,61.69,59.12,5.249,4.383,4.958,4.421,4.463,3.856,S_uberis,7.46,4.122,38.49,33.97,0,25.91,Low,0,0,21.0,80.30702
24-01-2026,F28,3064,Murrah_buffalo,5.5,4,43,0,1,1,25.34,79.83,57.23,6.602,4.722,5.43,6.268,6.258,4.182,E_coli,7.56,4.166,38.31,34.71,0,67.69,Moderate,0,0,20.0,75.40540200000001
25-01-2026,F28,3065,Murrah_buffalo,5.5,4,44,0,1,1,30.57,75.8,43.41,5.794,4.122,5.012,5.338,5.439,4.157,K_pneumoniae,7.1,4.024,38.64,34.2,0,53.74,Moderate,0,0,19.0,83.11286000000001
26-01-2026,F28,3066,Murrah_buffalo,5.5,4,45,0,1,1,32.88,67.14,82.96,4.172,3.456,3.084,3.156,3.769,3.542,K_pneumoniae,7.6,4.089,38.6,34.6,0,2.0,No_Risk,0,0,18.0,85.11147199999999
27-01-2026,F28,3067,Murrah_buffalo,5.5,4,46,0,1,1,28.6,64.91,98.19,5.323,4.278,5.114,4.434,4.3,4.156,S_uberis,6.7,4.209,38.6,33.86,0,8.71,No_Risk,0,0,17.0,78.49722
28-01-2026,F28,3068,Murrah_buffalo,5.5,4,47,0,1,1,30.1,66.58,76.31,4.944,3.838,3.904,4.529,4.451,4.034,E_coli,6.86,3.913,38.46,33.6,0,8.53,No_Risk,0,0,16.0,80.93306000000001
29-01-2026,F28,3069,Murrah_buffalo,5.5,4,48,0,1,1,29.92,85.84,16.76,6.311,4.89,4.618,5.742,6.131,4.309,K_pneumoniae,8.14,3.966,38.45,34.02,0,76.52,High,0,0,15.0,83.658368
30-01-2026,F28,3070,Murrah_buffalo,5.5,4,49,0,1,1,30.22,78.04,35.93,5.381,4.191,4.859,4.747,4.861,4.385,K_pneumoniae,7.48,4.102,38.33,33.79,0,35.57,Low,0,1,14.0,82.92192800000001
31-01-2026,F28,3071,Murrah_buffalo,5.5,4,50,0,1,1,25.1,71.57,67.2,4.594,4.292,3.758,3.569,3.848,3.5,S_aureus,7.61,3.95,38.5,34.29,0,7.18,No_Risk,0,1,13.0,74.13799
01-02-2026,F28,3072,Murrah_buffalo,5.5,4,51,0,1,1,31.59,77.45,64.31,5.466,4.053,5.112,5.064,4.36,4.125,S_uberis,6.28,4.444,38.44,34.2,0,22.85,Low,0,1,12.0,84.98565500000001
02-02-2026,F28,3073,Murrah_buffalo,5.5,4,52,0,1,1,25.3,78.89,38.23,5.707,4.471,5.251,4.625,5.399,3.975,K_pneumoniae,6.94,4.316,38.6,34.5,0,49.07,Moderate,0,1,11.0,75.23901000000001
03-02-2026,F28,3074,Murrah_buffalo,5.5,4,53,0,1,1,26.85,97.81,11.68,6.244,4.674,4.729,5.691,6.062,3.978,K_pneumoniae,6.9,4.235,38.5,34.83,0,81.18,High,0,1,10.0,80.057345
04-02-2026,F28,3075,Murrah_buffalo,5.5,4,54,0,1,1,32.57,86.21,23.21,6.295,5.042,5.109,5.763,6.052,4.438,K_pneumoniae,5.02,4.39,38.65,34.63,0,87.28,High,0,1,9.0,88.120357
05-02-2026,F28,3076,Murrah_buffalo,5.5,4,55,0,1,1,32.44,76.15,77.41,5.303,4.514,4.972,4.497,4.543,3.899,S_uberis,6.81,4.409,38.74,34.39,0,17.24,No_Risk,0,1,8.0,86.08946
06-02-2026,F28,3077,Murrah_buffalo,5.5,4,56,0,1,1,27.44,73.68,93.35,5.229,4.112,4.939,4.459,4.385,4.223,S_uberis,7.0,4.531,38.77,34.83,0,14.05,No_Risk,1,1,7.0,77.959872
07-02-2026,F28,3078,Murrah_buffalo,5.5,4,57,0,1,1,26.29,68.41,55.69,5.217,4.576,4.786,4.242,4.64,3.683,S_uberis,6.76,4.466,38.68,34.81,0,31.89,Low,1,1,6.0,75.56594899999999
08-02-2026,F28,3079,Murrah_buffalo,5.5,4,58,0,1,1,29.83,67.77,76.19,4.348,3.489,3.73,3.523,3.925,3.315,K_pneumoniae,6.64,4.443,38.81,34.36,0,5.86,No_Risk,1,1,5.0,80.720911
09-02-2026,F28,3080,Murrah_buffalo,5.5,4,59,0,1,1,25.93,70.08,39.23,5.652,4.521,5.219,5.124,5.035,3.94,S_uberis,6.03,4.509,38.64,34.77,0,62.59,Moderate,1,1,4.0,75.22422399999999
01-01-2026,F18,3081,Murrah_buffalo,6.9,4,20,0,1,0,26.6,77.83,60.62,5.18,4.724,4.367,4.406,4.381,4.406,S_aureus,8.13,4.139,38.43,34.16,0,15.83,No_Risk,0,0,,77.17526000000001
02-01-2026,F18,3082,Murrah_buffalo,6.9,4,21,0,1,0,25.62,61.49,76.88,4.385,3.844,3.542,3.63,3.757,3.584,S_aureus,8.9,4.261,38.48,33.86,0,3.93,No_Risk,0,0,,73.79517799999999
03-01-2026,F18,3083,Murrah_buffalo,6.9,4,22,0,1,0,26.96,65.83,85.5,5.048,4.556,3.871,4.344,3.904,4.581,S_agalactiae,9.21,4.221,38.67,34.6,0,6.22,No_Risk,0,0,,76.236248
04-01-2026,F18,3084,Murrah_buffalo,6.9,4,23,0,1,0,26.81,67.41,63.33,4.456,3.609,3.874,3.61,3.527,3.983,S_agalactiae,8.59,3.866,38.6,34.62,0,4.97,No_Risk,0,0,,76.213581
05-01-2026,F18,3085,Murrah_buffalo,6.9,4,24,0,1,0,31.39,85.07,18.58,6.482,5.267,4.924,6.083,6.168,4.905,K_pneumoniae,8.92,3.88,38.54,34.12,0,83.45,High,0,0,,85.965393
06-01-2026,F18,3086,Murrah_buffalo,6.9,4,25,0,1,0,26.63,83.28,44.3,5.781,3.904,4.681,5.4,5.457,4.027,K_pneumoniae,9.36,3.926,38.57,34.31,0,40.63,Low,0,0,,77.889144
07-01-2026,F18,3087,Murrah_buffalo,6.9,4,26,0,1,0,29.06,64.82,59.11,4.866,4.37,3.726,4.102,4.12,4.277,S_aureus,9.57,3.912,38.37,33.18,0,9.58,No_Risk,0,0,,79.150612
08-01-2026,F18,3088,Murrah_buffalo,6.9,4,27,0,1,0,29.14,69.63,78.84,4.993,4.405,4.299,4.151,4.367,4.194,S_aureus,8.68,3.804,38.63,34.33,0,7.54,No_Risk,0,0,,79.975462
09-01-2026,F18,3089,Murrah_buffalo,6.9,4,28,0,1,0,28.22,85.36,58.33,5.909,3.78,5.306,5.242,5.618,4.124,K_pneumoniae,9.01,4.189,38.38,34.54,0,31.04,Low,0,0,,80.772752
10-01-2026,F18,3090,Murrah_buffalo,6.9,4,29,0,1,0,26.9,70.29,49.82,6.012,3.77,5.055,5.842,5.287,4.268,E_coli,8.72,3.948,38.41,34.6,0,45.94,Moderate,0,0,,76.70625
11-01-2026,F18,3091,Murrah_buffalo,6.9,4,30,0,1,0,25.29,65.87,49.15,4.933,3.571,4.707,4.207,4.012,3.679,S_uberis,7.73,3.942,38.42,33.82,0,13.37,No_Risk,0,0,,73.80524299999999
12-01-2026,F18,3092,Murrah_buffalo,6.9,4,31,0,1,0,27.8,75.65,49.13,6.333,4.327,5.551,5.496,6.157,4.449,K_pneumoniae,8.71,4.113,38.35,34.04,0,58.67,Moderate,0,0,,78.77709999999999
13-01-2026,F18,3093,Murrah_buffalo,6.9,4,32,0,1,0,24.93,70.29,57.69,4.773,4.37,3.949,4.014,3.934,3.908,S_aureus,8.55,4.107,38.54,34.07,0,7.52,No_Risk,0,0,,73.745537
14-01-2026,F18,3094,Murrah_buffalo,6.9,4,33,0,1,0,28.32,81.29,55.44,5.664,4.254,5.128,5.297,4.956,4.303,E_coli,9.11,4.031,38.39,34.32,0,38.59,Low,0,0,,80.371568
15-01-2026,F18,3095,Murrah_buffalo,6.9,4,34,0,1,0,31.94,89.16,65.68,6.011,4.038,5.531,5.093,5.733,4.07,K_pneumoniae,8.14,4.109,38.66,33.86,0,33.85,Low,0,0,,87.590664
16-01-2026,F18,3096,Murrah_buffalo,6.9,4,35,0,1,0,35.68,68.89,58.38,4.72,4.276,4.077,4.047,3.961,3.142,S_aureus,9.06,4.101,38.51,33.85,0,9.45,No_Risk,0,0,,89.603792
17-01-2026,F18,3097,Murrah_buffalo,6.9,4,36,0,1,0,28.79,87.86,48.23,6.014,4.608,5.625,5.494,5.372,4.376,S_uberis,9.23,4.058,38.38,34.16,0,50.5,Moderate,0,0,,82.075054
18-01-2026,F18,3098,Murrah_buffalo,6.9,4,37,0,1,0,32.9,86.65,54.95,5.393,3.815,4.255,4.877,5.136,4.03,K_pneumoniae,8.77,3.917,38.73,33.95,0,14.66,No_Risk,0,0,,88.75025
19-01-2026,F18,3099,Murrah_buffalo,6.9,4,38,0,1,0,25.11,71.26,88.54,4.679,3.889,3.892,4.104,3.598,4.19,S_agalactiae,8.57,3.931,38.28,34.19,0,3.27,No_Risk,0,0,,74.119946
20-01-2026,F18,3100,Murrah_buffalo,6.9,4,39,0,1,0,28.07,76.96,91.28,4.939,3.978,4.586,4.061,4.177,4.088,S_uberis,9.09,3.911,38.62,33.42,0,4.53,No_Risk,0,0,,79.376432
21-01-2026,F18,3101,Murrah_buffalo,6.9,4,40,0,1,0,30.98,86.49,27.09,6.374,5.287,5.164,5.825,6.117,4.69,K_pneumoniae,8.98,4.144,38.37,34.52,0,74.5,High,0,0,,85.52404200000001
